Id,Date,TotalMinutesAsleep,TotalTimeInBed,TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
1503960366,2016-04-12,327.0,346.0,13162,8.5,1.879999995,0.550000012,6.059999943,25,13,328,728,1985
1503960366,2016-04-13,384.0,407.0,10735,6.96999979,1.570000052,0.689999998,4.710000038,21,19,217,776,1797
1503960366,2016-04-15,412.0,442.0,9762,6.28000021,2.140000105,1.25999999,2.829999924,29,34,209,726,1745
1503960366,2016-04-16,340.0,367.0,12669,8.159999847,2.710000038,0.409999996,5.039999962,36,10,221,773,1863
1503960366,2016-04-17,700.0,712.0,9705,6.480000019,3.190000057,0.779999971,2.50999999,38,20,164,539,1728
1503960366,2016-04-19,304.0,320.0,15506,9.880000114,3.529999971,1.320000052,5.03000021,50,31,264,775,2035
1503960366,2016-04-20,360.0,377.0,10544,6.679999828,1.960000038,0.479999989,4.239999771,28,12,205,818,1786
1503960366,2016-04-21,325.0,364.0,9819,6.340000153,1.340000033,0.349999994,4.650000095,19,8,211,838,1775
1503960366,2016-04-23,361.0,384.0,14371,9.039999962,2.809999943,0.870000005,5.360000134,41,21,262,732,1949
1503960366,2016-04-24,430.0,449.0,10039,6.409999847,2.920000076,0.209999993,3.279999971,39,5,238,709,1788
1503960366,2016-04-25,277.0,323.0,15355,9.800000191,5.289999962,0.569999993,3.940000057,73,14,216,814,2013
1503960366,2016-04-26,245.0,274.0,13755,8.789999962,2.329999924,0.920000017,5.539999962,31,23,279,833,1970
1503960366,2016-04-28,366.0,393.0,13154,8.529999733,3.539999962,1.159999967,3.789999962,48,28,189,782,1898
1503960366,2016-04-29,341.0,354.0,11181,7.150000095,1.059999943,0.5,5.579999924,16,12,243,815,1837
1503960366,2016-04-30,404.0,425.0,14673,9.25,3.559999943,1.419999957,4.269999981,52,34,217,712,1947
1503960366,2016-05-01,369.0,396.0,10602,6.809999943,2.289999962,1.600000024,2.920000076,33,35,246,730,1820
1503960366,2016-05-02,277.0,309.0,14727,9.710000038,3.210000038,0.569999993,5.920000076,41,15,277,798,2004
1503960366,2016-05-03,273.0,296.0,15103,9.659999847,3.730000019,1.049999952,4.880000114,50,24,254,816,1990
1503960366,2016-05-05,247.0,264.0,14070,8.899999619,2.920000076,1.080000043,4.880000114,45,24,250,857,1959
1503960366,2016-05-06,334.0,367.0,12159,8.029999733,1.970000029,0.25,5.809999943,24,6,289,754,1896
1503960366,2016-05-07,331.0,349.0,11992,7.710000038,2.460000038,2.119999886,3.130000114,37,46,175,833,1821
1503960366,2016-05-08,594.0,611.0,10060,6.579999924,3.529999971,0.319999993,2.730000019,44,8,203,574,1740
1503960366,2016-05-09,338.0,342.0,12022,7.71999979,3.450000048,0.529999971,3.74000001,46,11,206,835,1819
1503960366,2016-05-10,383.0,403.0,12207,7.769999981,3.349999905,1.159999967,3.25999999,46,31,214,746,1859
1503960366,2016-05-11,285.0,306.0,12770,8.130000114,2.559999943,1.00999999,4.550000191,36,23,251,669,1783
1644430081,2016-04-29,119.0,127.0,3176,2.309999943,0.0,0.0,2.309999943,0,0,120,1193,2498
1644430081,2016-04-30,124.0,142.0,18213,13.23999977,0.629999995,3.140000105,9.460000038,9,71,402,816,3846
1644430081,2016-05-02,796.0,961.0,3758,2.730000019,0.07,0.310000002,2.349999905,1,7,148,682,2580
1644430081,2016-05-08,137.0,154.0,6724,4.889999866,0.0,0.0,4.880000114,0,0,295,991,2987
1844505072,2016-04-15,644.0,961.0,3844,2.539999962,0.0,0.0,2.539999962,0,0,176,527,1725
1844505072,2016-04-30,722.0,961.0,4014,2.670000076,0.0,0.0,2.650000095,0,0,184,218,1763
1844505072,2016-05-01,590.0,961.0,2573,1.700000048,0.0,0.25999999,1.450000048,0,7,75,585,1541
1927972279,2016-04-12,750.0,775.0,678,0.469999999,0.0,0.0,0.469999999,0,0,55,734,2220
1927972279,2016-04-13,398.0,422.0,356,0.25,0.0,0.0,0.25,0,0,32,986,2151
1927972279,2016-04-15,475.0,499.0,980,0.680000007,0.0,0.0,0.680000007,0,0,51,941,2221
1927972279,2016-04-26,296.0,315.0,3761,2.599999905,0.0,0.0,2.599999905,0,0,192,1058,2638
1927972279,2016-04-28,166.0,178.0,1675,1.159999967,0.0,0.0,1.159999967,0,0,95,1167,2351
2026352035,2016-04-12,503.0,546.0,4414,2.74000001,0.189999998,0.349999994,2.200000048,3,8,181,706,1459
2026352035,2016-04-13,531.0,565.0,4993,3.099999905,0.0,0.0,3.099999905,0,0,238,663,1521
2026352035,2016-04-14,545.0,568.0,3335,2.069999933,0.0,0.0,2.049999952,0,0,197,653,1431
2026352035,2016-04-15,523.0,573.0,3821,2.369999886,0.0,0.0,2.369999886,0,0,188,687,1444
2026352035,2016-04-16,524.0,567.0,2547,1.580000043,0.0,0.0,1.580000043,0,0,150,728,1373
2026352035,2016-04-17,437.0,498.0,838,0.519999981,0.0,0.0,0.519999981,0,0,60,1053,1214
2026352035,2016-04-19,498.0,540.0,2424,1.5,0.0,0.0,1.5,0,0,141,785,1356
2026352035,2016-04-20,461.0,510.0,7222,4.480000019,0.0,0.0,4.480000019,0,0,327,623,1667
2026352035,2016-04-21,477.0,514.0,2467,1.529999971,0.0,0.0,1.529999971,0,0,153,749,1370
2026352035,2016-04-22,520.0,545.0,2915,1.809999943,0.0,0.0,1.809999943,0,0,162,712,1399
2026352035,2016-04-23,522.0,554.0,12357,7.710000038,0.0,0.0,7.710000038,0,0,432,458,1916
2026352035,2016-04-24,555.0,591.0,3490,2.160000086,0.0,0.0,2.160000086,0,0,164,704,1401
2026352035,2016-04-25,506.0,531.0,6017,3.730000019,0.0,0.0,3.730000019,0,0,260,821,1576
2026352035,2016-04-27,508.0,545.0,6088,3.769999981,0.0,0.0,3.769999981,0,0,286,586,1593
2026352035,2016-04-28,513.0,545.0,6375,3.950000048,0.0,0.0,3.950000048,0,0,331,626,1649
2026352035,2016-04-29,490.0,510.0,7604,4.710000038,0.0,0.0,4.710000038,0,0,352,492,1692
2026352035,2016-04-30,573.0,607.0,4729,2.930000067,0.0,0.0,2.930000067,0,0,233,594,1506
2026352035,2016-05-01,527.0,546.0,3609,2.279999971,0.0,0.0,2.279999971,0,0,191,716,1447
2026352035,2016-05-02,511.0,543.0,7018,4.349999905,0.0,0.0,4.349999905,0,0,355,716,1690
2026352035,2016-05-04,538.0,560.0,6564,4.070000172,0.0,0.0,4.070000172,0,0,345,530,1658
2026352035,2016-05-05,468.0,485.0,12167,7.539999962,0.0,0.0,7.539999962,0,0,475,479,1926
2026352035,2016-05-06,524.0,548.0,8198,5.079999924,0.0,0.0,5.079999924,0,0,383,511,1736
2026352035,2016-05-07,511.0,521.0,4193,2.599999905,0.0,0.0,2.599999905,0,0,229,665,1491
2026352035,2016-05-08,541.0,568.0,5528,3.450000048,0.0,0.0,3.450000048,0,0,258,610,1555
2026352035,2016-05-09,531.0,556.0,10685,6.619999886,0.0,0.0,6.599999905,0,0,401,543,1869
2026352035,2016-05-10,357.0,380.0,254,0.159999996,0.0,0.0,0.159999996,0,0,17,1002,1141
2026352035,2016-05-11,523.0,553.0,8580,5.320000172,0.0,0.0,5.320000172,0,0,330,569,1698
2026352035,2016-05-12,456.0,485.0,8891,5.510000229,0.0,0.0,5.510000229,0,0,343,330,1364
2320127002,2016-04-23,61.0,69.0,5079,3.420000076,0.0,0.0,3.420000076,0,0,242,1129,1804
2347167796,2016-04-13,467.0,531.0,10352,7.010000229,1.659999967,1.940000057,3.410000086,19,32,195,676,2038
2347167796,2016-04-14,445.0,489.0,10129,6.699999809,0.02,2.74000001,3.940000057,1,48,206,705,2010
2347167796,2016-04-15,452.0,504.0,10465,6.920000076,0.07,1.419999957,5.429999828,1,24,284,720,2133
2347167796,2016-04-17,556.0,602.0,5472,3.619999886,0.079999998,0.280000001,3.25999999,1,7,249,508,1882
2347167796,2016-04-18,500.0,557.0,8247,5.449999809,0.790000021,0.860000014,3.789999962,11,16,206,678,1944
2347167796,2016-04-19,465.0,514.0,6711,4.440000057,0.0,0.0,4.440000057,0,7,382,648,2346
2347167796,2016-04-21,460.0,484.0,10080,6.75,1.850000024,1.529999971,3.380000114,23,26,208,761,2048
2347167796,2016-04-22,405.0,461.0,7804,5.159999847,0.560000002,1.679999948,2.920000076,9,27,206,781,1946
2347167796,2016-04-23,374.0,386.0,16901,11.36999989,2.779999971,1.450000048,7.150000095,32,35,360,591,2629
2347167796,2016-04-24,442.0,459.0,9471,6.260000229,0.0,0.0,6.260000229,0,0,360,584,2187
2347167796,2016-04-25,433.0,471.0,9482,6.380000114,1.269999981,0.519999981,4.599999905,15,11,277,653,2095
2347167796,2016-04-26,436.0,490.0,5980,3.950000048,0.0,0.0,3.950000048,0,0,227,732,1861
2347167796,2016-04-27,448.0,499.0,11423,7.579999924,1.860000014,0.400000006,5.320000172,26,9,295,623,2194
2347167796,2016-04-28,408.0,450.0,5439,3.599999905,0.0,0.0,3.599999905,0,0,229,764,1854
2347167796,2016-04-29,411.0,473.0,42,0.029999999,0.0,0.0,0.029999999,0,0,4,2,403
3977333714,2016-04-12,274.0,469.0,8856,5.980000019,3.059999943,0.910000026,2.00999999,44,19,131,777,1450
3977333714,2016-04-13,295.0,456.0,10035,6.710000038,2.029999971,2.130000114,2.549999952,31,46,153,754,1495
3977333714,2016-04-14,291.0,397.0,7641,5.110000134,0.319999993,0.970000029,3.819999933,5,23,214,801,1433
3977333714,2016-04-15,424.0,556.0,9010,6.059999943,1.049999952,1.75,3.25999999,15,42,183,644,1468
3977333714,2016-04-16,283.0,510.0,13459,9.0,2.029999971,4.0,2.970000029,31,83,153,663,1625
3977333714,2016-04-17,381.0,566.0,10415,6.96999979,0.699999988,2.349999905,3.920000076,11,58,205,600,1529
3977333714,2016-04-18,412.0,522.0,11663,7.800000191,0.25,3.730000019,3.819999933,4,95,214,605,1584
3977333714,2016-04-19,219.0,395.0,12414,8.779999733,2.24000001,2.450000048,3.960000038,19,67,221,738,1638
3977333714,2016-04-20,152.0,305.0,11658,7.829999924,0.200000003,4.349999905,3.279999971,2,98,164,845,1554
3977333714,2016-04-21,332.0,512.0,6093,4.079999924,0.0,0.0,4.059999943,0,0,242,712,1397
3977333714,2016-04-22,355.0,476.0,8911,5.960000038,2.329999924,0.579999983,3.059999943,33,12,188,731,1481
3977333714,2016-04-23,235.0,372.0,12058,8.069999695,0.0,4.21999979,3.849999905,0,92,252,724,1638
3977333714,2016-04-24,310.0,526.0,14112,10.0,3.269999981,4.559999943,2.170000076,30,95,129,660,1655
3977333714,2016-04-25,262.0,467.0,11177,8.479999542,5.619999886,0.430000007,2.410000086,50,9,133,781,1570
3977333714,2016-04-26,250.0,371.0,11388,7.619999886,0.449999988,4.21999979,2.950000048,7,95,170,797,1551
3977333714,2016-04-27,349.0,540.0,7193,5.039999962,0.0,0.419999987,4.619999886,0,10,176,714,1377
3977333714,2016-04-28,261.0,423.0,7114,4.880000114,1.370000005,0.289999992,3.220000029,15,8,190,804,1407
3977333714,2016-04-29,333.0,478.0,10645,7.75,3.74000001,1.299999952,2.710000038,36,32,150,744,1545
3977333714,2016-04-30,237.0,382.0,13238,9.199999809,3.690000057,2.099999905,3.410000086,43,52,194,687,1650
3977333714,2016-05-01,383.0,626.0,10414,7.070000172,2.670000076,1.980000019,2.410000086,41,40,124,691,1501
3977333714,2016-05-02,230.0,384.0,16520,11.05000019,1.539999962,6.480000019,3.019999981,24,143,176,713,1760
3977333714,2016-05-03,292.0,500.0,14335,9.590000153,3.319999933,1.74000001,4.53000021,47,41,258,594,1710
3977333714,2016-05-04,213.0,336.0,13559,9.43999958,1.809999943,4.579999924,2.890000105,14,96,142,852,1628
3977333714,2016-05-05,318.0,480.0,12312,8.579999924,1.75999999,4.110000134,2.710000038,14,88,178,680,1618
3977333714,2016-05-06,323.0,512.0,11677,8.279999733,3.109999895,2.50999999,2.670000076,29,55,168,676,1590
3977333714,2016-05-07,237.0,443.0,11550,7.730000019,0.0,4.130000114,3.589999914,0,86,208,703,1574
3977333714,2016-05-08,259.0,456.0,13585,9.090000153,0.680000007,5.239999771,3.170000076,9,116,171,688,1633
3977333714,2016-05-10,312.0,452.0,13072,8.779999733,0.07,5.400000095,3.309999943,1,115,196,676,1630
4020332650,2016-04-12,501.0,541.0,8539,6.119999886,0.150000006,0.239999995,5.679999828,4,15,331,712,3654
4020332650,2016-04-16,77.0,77.0,1982,1.419999957,0.449999988,0.370000005,0.589999974,65,21,55,1222,3051
4020332650,2016-05-03,322.0,332.0,4496,3.220000029,0.0,0.0,3.150000095,0,0,174,950,2828
4020332650,2016-05-04,478.0,536.0,10252,7.349999905,0.670000017,1.039999962,5.579999924,13,46,346,531,3879
4020332650,2016-05-05,226.0,248.0,11728,8.430000305,2.619999886,1.679999948,4.039999962,38,42,196,916,3429
4020332650,2016-05-06,385.0,408.0,4369,3.130000114,0.0,0.0,3.099999905,0,0,177,855,2704
4020332650,2016-05-08,364.0,402.0,5862,4.199999809,0.0,0.0,4.150000095,0,0,263,775,3089
4020332650,2016-05-10,442.0,494.0,5546,3.980000019,0.0,0.0,3.869999886,0,0,206,774,2926
4319703577,2016-04-14,535.0,557.0,10210,6.880000114,0.109999999,0.330000013,6.440000057,1,9,339,589,2302
4319703577,2016-04-15,465.0,491.0,5664,3.799999952,0.0,0.0,3.799999952,0,0,228,752,1985
4319703577,2016-04-16,506.0,522.0,4744,3.180000067,0.0,0.0,3.180000067,0,0,194,724,1884
4319703577,2016-04-18,515.0,551.0,2276,1.549999952,0.07,0.330000013,1.120000005,1,9,58,824,1632
4319703577,2016-04-19,461.0,498.0,8925,5.989999771,0.0,0.0,5.989999771,0,0,311,604,2200
4319703577,2016-04-20,523.0,543.0,8954,6.010000229,0.0,0.680000007,5.309999943,0,18,306,671,2220
4319703577,2016-04-21,59.0,65.0,3702,2.480000019,0.0,0.0,0.349999994,0,0,34,1265,1792
4319703577,2016-04-22,533.0,550.0,4500,3.019999981,0.059999999,0.810000002,2.150000095,1,19,176,709,1886
4319703577,2016-04-23,692.0,722.0,4935,3.309999943,0.0,0.0,3.309999943,0,0,233,546,1945
4319703577,2016-04-24,467.0,501.0,4081,2.74000001,0.059999999,0.200000003,2.470000029,1,5,191,692,1880
4319703577,2016-04-25,488.0,506.0,9259,6.210000038,0.0,0.280000001,5.929999828,0,8,390,544,2314
4319703577,2016-04-26,505.0,516.0,9899,6.639999866,0.569999993,0.920000017,5.150000095,8,21,288,649,2236
4319703577,2016-04-27,286.0,307.0,10780,7.230000019,0.409999996,1.919999957,4.909999847,6,47,300,680,2324
4319703577,2016-04-28,497.0,522.0,10817,7.28000021,1.00999999,0.330000013,5.940000057,13,8,359,552,2367
4319703577,2016-04-29,523.0,546.0,7990,5.360000134,0.449999988,0.790000021,4.119999886,6,18,289,624,2175
4319703577,2016-04-30,490.0,516.0,8221,5.519999981,0.400000006,1.610000014,3.50999999,6,38,196,695,2092
4319703577,2016-05-01,484.0,500.0,1251,0.839999974,0.0,0.0,0.839999974,0,0,67,836,1593
4319703577,2016-05-02,478.0,506.0,9261,6.239999771,0.0,0.439999998,5.710000038,0,11,344,585,2270
4319703577,2016-05-03,474.0,512.0,9648,6.46999979,0.579999983,1.070000052,4.829999924,8,26,287,669,2235
4319703577,2016-05-06,450.0,491.0,9524,6.420000076,0.409999996,0.469999999,5.460000038,6,11,314,692,2266
4319703577,2016-05-07,507.0,530.0,7937,5.329999924,0.189999998,1.049999952,4.079999924,3,28,279,586,2158
4319703577,2016-05-08,602.0,638.0,3672,2.460000038,0.0,0.0,2.460000038,0,0,153,603,1792
4319703577,2016-05-09,535.0,565.0,10378,6.960000038,0.140000001,0.560000002,6.25,2,14,374,490,2345
4319703577,2016-05-10,487.0,517.0,9487,6.369999886,0.209999993,0.460000008,5.699999809,3,12,329,555,2260
4319703577,2016-05-11,529.0,558.0,9129,6.130000114,0.200000003,0.74000001,5.179999828,3,18,311,574,2232
4319703577,2016-05-12,302.0,321.0,17,0.01,0.0,0.0,0.01,0,0,2,0,257
4388161847,2016-04-15,499.0,526.0,8758,6.730000019,0.0,0.0,6.730000019,0,0,299,837,3066
4388161847,2016-04-16,426.0,448.0,6580,5.059999943,0.209999993,0.400000006,4.449999809,6,9,253,609,3073
4388161847,2016-04-17,619.0,641.0,4660,3.579999924,0.0,0.0,3.579999924,0,0,201,721,2572
4388161847,2016-04-18,99.0,104.0,11009,9.100000381,3.559999943,0.400000006,5.139999866,27,8,239,1017,3274
4388161847,2016-04-19,329.0,338.0,10181,7.829999924,1.370000005,0.689999998,5.769999981,20,16,249,704,3015
4388161847,2016-04-20,421.0,451.0,10553,8.119999886,1.100000024,1.720000029,5.289999962,19,42,228,696,3083
4388161847,2016-04-21,442.0,458.0,10055,7.730000019,0.370000005,0.389999986,6.980000019,7,12,272,853,3069
4388161847,2016-04-22,82.0,85.0,12139,9.340000153,3.299999952,1.110000014,4.920000076,77,25,220,945,3544
4388161847,2016-04-23,478.0,501.0,13236,10.18000031,4.5,0.319999993,5.349999905,58,5,215,749,3306
4388161847,2016-04-24,552.0,595.0,10243,7.880000114,1.080000043,0.50999999,6.300000191,14,8,239,584,2885
4388161847,2016-04-26,319.0,346.0,9461,7.28000021,0.939999998,1.059999943,5.269999981,14,23,224,673,2929
4388161847,2016-04-27,439.0,500.0,11193,8.609999657,0.699999988,2.50999999,5.389999866,11,48,241,684,3074
4388161847,2016-04-28,428.0,458.0,10074,7.75,1.289999962,0.430000007,6.03000021,19,9,234,878,2969
4388161847,2016-04-30,409.0,430.0,12533,9.640000343,0.699999988,2.0,6.940000057,14,43,300,537,3283
4388161847,2016-05-01,547.0,597.0,10255,7.889999866,1.00999999,0.680000007,6.199999809,12,15,241,579,2926
4388161847,2016-05-02,368.0,376.0,10096,8.399999619,3.769999981,0.079999998,4.550000191,33,4,204,935,3147
4388161847,2016-05-04,390.0,414.0,12375,9.520000458,2.789999962,0.930000007,5.800000191,35,21,251,632,3162
4388161847,2016-05-05,471.0,495.0,9603,7.380000114,0.629999995,1.669999957,5.090000153,12,39,199,896,2899
4388161847,2016-05-05,471.0,495.0,9603,7.380000114,0.629999995,1.669999957,5.090000153,12,39,199,896,2899
4388161847,2016-05-07,472.0,496.0,22770,17.54000092,9.449999809,2.769999981,5.329999924,120,56,260,508,4022
4388161847,2016-05-08,529.0,541.0,17298,14.38000011,9.890000343,1.25999999,3.230000019,107,38,178,576,3934
4388161847,2016-05-09,62.0,65.0,10218,7.860000134,0.340000004,0.730000019,6.789999962,6,19,258,1020,3013
4388161847,2016-05-10,354.0,375.0,10299,7.920000076,0.810000002,0.649999976,6.460000038,13,14,267,648,3061
4388161847,2016-05-11,469.0,494.0,10201,7.840000153,0.529999971,0.790000021,6.53000021,8,18,256,858,2954
4445114986,2016-04-12,429.0,457.0,3276,2.200000048,0.0,0.0,2.200000048,0,0,196,787,2113
4445114986,2016-04-13,370.0,406.0,2961,1.99000001,0.0,0.0,1.99000001,0,0,194,840,2095
4445114986,2016-04-14,441.0,492.0,3974,2.670000076,0.0,0.0,2.670000076,0,0,231,717,2194
4445114986,2016-04-15,337.0,379.0,7198,4.829999924,0.0,0.0,4.829999924,0,0,350,711,2496
4445114986,2016-04-16,462.0,499.0,3945,2.650000095,0.0,0.0,2.650000095,0,0,225,716,2180
4445114986,2016-04-17,98.0,107.0,2268,1.519999981,0.0,0.0,1.519999981,0,0,114,1219,1933
4445114986,2016-04-19,388.0,424.0,2064,1.389999986,0.0,0.0,1.389999986,0,0,121,895,1954
4445114986,2016-04-20,439.0,462.0,2072,1.389999986,0.0,0.0,1.389999986,0,0,137,841,1974
4445114986,2016-04-21,436.0,469.0,3809,2.559999943,0.0,0.0,2.539999962,0,0,215,756,2150
4445114986,2016-04-22,388.0,417.0,6831,4.579999924,0.0,0.0,4.579999924,0,0,317,706,2432
4445114986,2016-04-25,328.0,345.0,3385,2.269999981,0.0,0.0,2.269999981,0,0,179,916,2070
4445114986,2016-04-26,353.0,391.0,6326,4.409999847,2.410000086,0.039999999,1.960000038,29,1,180,839,2291
4445114986,2016-04-27,332.0,374.0,7243,5.03000021,2.619999886,0.029999999,2.380000114,32,1,194,839,2361
4445114986,2016-04-28,419.0,442.0,4493,3.00999999,0.0,0.0,3.00999999,0,0,236,762,2203
4445114986,2016-04-29,106.0,108.0,4676,3.140000105,0.0,0.0,3.130000114,0,0,226,1106,2196
4445114986,2016-04-30,322.0,353.0,6222,4.179999828,0.0,0.0,4.179999828,0,0,290,797,2363
4445114986,2016-05-01,439.0,459.0,5232,3.50999999,0.0,0.0,3.50999999,0,0,240,741,2246
4445114986,2016-05-02,502.0,542.0,6910,4.75,2.210000038,0.189999998,2.349999905,27,4,200,667,2336
4445114986,2016-05-03,417.0,450.0,7502,5.179999828,2.480000019,0.109999999,2.579999924,30,2,233,725,2421
4445114986,2016-05-04,337.0,363.0,2923,1.960000038,0.0,0.0,1.960000038,0,0,180,897,2070
4445114986,2016-05-05,462.0,513.0,3800,2.549999952,0.119999997,0.239999995,2.180000067,2,6,185,734,2120
4445114986,2016-05-06,374.0,402.0,4514,3.029999971,0.0,0.0,3.029999971,0,0,229,809,2211
4445114986,2016-05-07,401.0,436.0,5183,3.589999914,2.130000114,0.189999998,1.25,26,4,108,866,2123
4445114986,2016-05-08,361.0,391.0,7303,4.900000095,0.0,0.25,4.650000095,0,8,308,733,2423
4445114986,2016-05-09,457.0,533.0,5275,3.539999962,0.0,0.0,3.539999962,0,0,266,641,2281
4445114986,2016-05-10,405.0,426.0,3915,2.630000114,0.0,0.0,2.630000114,0,0,231,783,2181
4445114986,2016-05-11,499.0,530.0,9105,6.110000134,2.25,1.0,2.859999895,34,22,232,622,2499
4445114986,2016-05-12,483.0,501.0,768,0.519999981,0.0,0.0,0.519999981,0,0,58,380,1212
4558609924,2016-04-21,126.0,137.0,13743,9.079999924,0.419999987,0.970000029,7.699999809,6,21,432,844,2486
4558609924,2016-04-26,103.0,121.0,9148,6.050000191,0.430000007,2.029999971,3.589999914,12,41,283,1062,2223
4558609924,2016-04-29,171.0,179.0,7833,5.179999828,1.019999981,1.850000024,2.309999943,15,29,197,1096,1918
4558609924,2016-05-01,115.0,129.0,3428,2.269999981,0.0,0.0,2.269999981,0,0,190,1121,1692
4558609924,2016-05-08,123.0,134.0,6543,4.329999924,1.799999952,0.5,2.019999981,66,35,238,1019,2666
4702921684,2016-04-12,425.0,439.0,7213,5.880000114,0.0,0.0,5.849999905,0,0,263,718,2947
4702921684,2016-04-13,400.0,430.0,6877,5.579999924,0.0,0.0,5.579999924,0,0,258,777,2898
4702921684,2016-04-14,384.0,415.0,7860,6.369999886,0.0,0.0,6.369999886,0,0,271,772,2984
4702921684,2016-04-15,253.0,257.0,6506,5.28000021,0.07,0.419999987,4.789999962,1,8,256,944,2896
4702921684,2016-04-16,382.0,406.0,11140,9.029999733,0.239999995,1.25,7.539999962,3,24,335,556,3328
4702921684,2016-04-17,591.0,612.0,12692,10.28999996,0.959999979,3.460000038,5.880000114,12,66,302,437,3394
4702921684,2016-04-18,293.0,312.0,9105,7.380000114,1.820000052,1.49000001,4.070000172,22,30,191,890,3013
4702921684,2016-04-19,457.0,487.0,6708,5.440000057,0.879999995,0.370000005,4.190000057,10,8,179,757,2812
